,author,title,summary
75,Hongyi Chen; Jingtao Ding; Yong Li; Yue Wang; Xiao-Ping Zhang,Social Physics Informed Diffusion Model for Crowd Simulation,"Crowd simulation holds crucial applications in various domains, such as urban
planning, architectural design, and traffic arrangement. In recent years,
physics-informed machine learning methods have achieved state-of-the-art
performance in crowd simulation but fail to model the heterogeneity and
multi-modality of human movement comprehensively. In this paper, we propose a
social physics-informed diffusion model named SPDiff to mitigate the above gap.
SPDiff takes both the interactive and historical information of crowds in the
current timeframe to reverse the diffusion process, thereby generating the
distribution of pedestrian movement in the subsequent timeframe. Inspired by
the well-known social physics model, i.e., Social Force, regarding crowd
dynamics, we design a crowd interaction module to guide the denoising process
and further enhance this module with the equivariant properties of crowd
interactions. To mitigate error accumulation in long-term simulations, we
propose a multi-frame rollout training algorithm for diffusion modeling.
Experiments conducted on two real-world datasets demonstrate the superior
performance of SPDiff in terms of macroscopic and microscopic evaluation
metrics. Code and appendix are available at
https://github.com/tsinghua-fib-lab/SPDiff."
76,Jinsong Liu; Chenghan Xie; Qi Deng; Dongdong Ge; Yinyu Ye,Sketched Newton Value Iteration for Large-Scale Markov Decision Processes,"We propose a novel network pruning approach by information preserving of
pre-trained network weights (filters). Network pruning with the information
preserving is formulated as a matrix sketch problem, which is efficiently
solved by the off-the-shelf Frequent Direction method. Our approach, referred
to as FilterSketch, encodes the second-order information of pre-trained
weights, which enables the representation capacity of pruned networks to be
recovered with a simple fine-tuning procedure. FilterSketch requires neither
training from scratch nor data-driven iterative optimization, leading to a
several-orders-of-magnitude reduction of time cost in the optimization of
pruning. Experiments on CIFAR-10 show that FilterSketch reduces 63.3% of FLOPs
and prunes 59.9% of network parameters with negligible accuracy cost for
ResNet-110. On ILSVRC-2012, it reduces 45.5% of FLOPs and removes 43.0% of
parameters with only 0.69% accuracy drop for ResNet-50. Our code and pruned
models can be found at https://github.com/lmbxmu/FilterSketch."
77,"Luzhi Wang; Dongxiao He; He Zhang; Yixin Liu; Wenjie Wang; Shirui Pan;
Di Jin; Tat-Seng Chua",GOODAT: Towards Test-Time Graph Out-of-Distribution Detection,"Graph neural networks (GNNs) have found widespread application in modeling
graph data across diverse domains. While GNNs excel in scenarios where the
testing data shares the distribution of their training counterparts (in
distribution, ID), they often exhibit incorrect predictions when confronted
with samples from an unfamiliar distribution (out-of-distribution, OOD). To
identify and reject OOD samples with GNNs, recent studies have explored graph
OOD detection, often focusing on training a specific model or modifying the
data on top of a well-trained GNN. Despite their effectiveness, these methods
come with heavy training resources and costs, as they need to optimize the
GNN-based models on training data. Moreover, their reliance on modifying the
original GNNs and accessing training data further restricts their universality.
To this end, this paper introduces a method to detect Graph Out-of-Distribution
At Test-time (namely GOODAT), a data-centric, unsupervised, and plug-and-play
solution that operates independently of training data and modifications of GNN
architecture. With a lightweight graph masker, GOODAT can learn informative
subgraphs from test samples, enabling the capture of distinct graph patterns
between OOD and ID samples. To optimize the graph masker, we meticulously
design three unsupervised objective functions based on the graph information
bottleneck principle, motivating the masker to capture compact yet informative
subgraphs for OOD detection. Comprehensive evaluations confirm that our GOODAT
method outperforms state-of-the-art benchmarks across a variety of real-world
datasets. The code is available at Github: https://github.com/Ee1s/GOODAT"
78,Zexin Hu; Kun Hu; Clinton Mo; Lei Pan; Zhiyong Wang,"Terrain Diffusion Network: Climatic-Aware Terrain Generation with Geological
Sketch Guidance","Sketch-based terrain generation seeks to create realistic landscapes for
virtual environments in various applications such as computer games, animation
and virtual reality. Recently, deep learning based terrain generation has
emerged, notably the ones based on generative adversarial networks (GAN).
However, these methods often struggle to fulfill the requirements of flexible
user control and maintain generative diversity for realistic terrain.
Therefore, we propose a novel diffusion-based method, namely terrain diffusion
network (TDN), which actively incorporates user guidance for enhanced
controllability, taking into account terrain features like rivers, ridges,
basins, and peaks. Instead of adhering to a conventional monolithic denoising
process, which often compromises the fidelity of terrain details or the
alignment with user control, a multi-level denoising scheme is proposed to
generate more realistic terrains by taking into account fine-grained details,
particularly those related to climatic patterns influenced by erosion and
tectonic activities. Specifically, three terrain synthesisers are designed for
structural, intermediate, and fine-grained level denoising purposes, which
allow each synthesiser concentrate on a distinct terrain aspect. Moreover, to
maximise the efficiency of our TDN, we further introduce terrain and sketch
latent spaces for the synthesizers with pre-trained terrain autoencoders.
Comprehensive experiments on a new dataset constructed from NASA Topology
Images clearly demonstrate the effectiveness of our proposed method, achieving
the state-of-the-art performance. Our code and dataset will be publicly
available."
79,Dongseob Kim; Seungho Lee; Junsuk Choe; Hyunjung Shim,Weakly Supervised Semantic Segmentation for Driving Scenes,"State-of-the-art techniques in weakly-supervised semantic segmentation (WSSS)
using image-level labels exhibit severe performance degradation on driving
scene datasets such as Cityscapes. To address this challenge, we develop a new
WSSS framework tailored to driving scene datasets. Based on extensive analysis
of dataset characteristics, we employ Contrastive Language-Image Pre-training
(CLIP) as our baseline to obtain pseudo-masks. However, CLIP introduces two key
challenges: (1) pseudo-masks from CLIP lack in representing small object
classes, and (2) these masks contain notable noise. We propose solutions for
each issue as follows. (1) We devise Global-Local View Training that seamlessly
incorporates small-scale patches during model training, thereby enhancing the
model's capability to handle small-sized yet critical objects in driving scenes
(e.g., traffic light). (2) We introduce Consistency-Aware Region Balancing
(CARB), a novel technique that discerns reliable and noisy regions through
evaluating the consistency between CLIP masks and segmentation predictions. It
prioritizes reliable pixels over noisy pixels via adaptive loss weighting.
Notably, the proposed method achieves 51.8\% mIoU on the Cityscapes test
dataset, showcasing its potential as a strong WSSS baseline on driving scene
datasets. Experimental results on CamVid and WildDash2 demonstrate the
effectiveness of our method across diverse datasets, even with small-scale
datasets or visually challenging conditions. The code is available at
https://github.com/k0u-id/CARB."
80,Zhan Lu; Qian Zheng; Boxin Shi; Xudong Jiang,"Pano-NeRF: Synthesizing High Dynamic Range Novel Views with Geometry
from Sparse Low Dynamic Range Panoramic Images","Panoramic imaging research on geometry recovery and High Dynamic Range (HDR)
reconstruction becomes a trend with the development of Extended Reality (XR).
Neural Radiance Fields (NeRF) provide a promising scene representation for both
tasks without requiring extensive prior data. However, in the case of inputting
sparse Low Dynamic Range (LDR) panoramic images, NeRF often degrades with
under-constrained geometry and is unable to reconstruct HDR radiance from LDR
inputs. We observe that the radiance from each pixel in panoramic images can be
modeled as both a signal to convey scene lighting information and a light
source to illuminate other pixels. Hence, we propose the irradiance fields from
sparse LDR panoramic images, which increases the observation counts for
faithful geometry recovery and leverages the irradiance-radiance attenuation
for HDR reconstruction. Extensive experiments demonstrate that the irradiance
fields outperform state-of-the-art methods on both geometry recovery and HDR
reconstruction and validate their effectiveness. Furthermore, we show a
promising byproduct of spatially-varying lighting estimation. The code is
available at https://github.com/Lu-Zhan/Pano-NeRF."
81,Meng Xing; Zhiyong Feng; Yong Su; Changjae Oh,"Learning by Erasing: Conditional Entropy Based Transferable Out-of-Distribution
Detection","Out-of-distribution (OOD) detection is essential to handle the distribution
shifts between training and test scenarios. For a new in-distribution (ID)
dataset, existing methods require retraining to capture the dataset-specific
feature representation or data distribution. In this paper, we propose a deep
generative models (DGM) based transferable OOD detection method, which is
unnecessary to retrain on a new ID dataset. We design an image erasing strategy
to equip exclusive conditional entropy distribution for each ID dataset, which
determines the discrepancy of DGM's posteriori ucertainty distribution on
different ID datasets. Owing to the powerful representation capacity of
convolutional neural networks, the proposed model trained on complex dataset
can capture the above discrepancy between ID datasets without retraining and
thus achieve transferable OOD detection. We validate the proposed method on
five datasets and verity that ours achieves comparable performance to the
state-of-the-art group based OOD detection methods that need to be retrained to
deploy on new ID datasets. Our code is available at
https://github.com/oOHCIOo/CETOOD."
82,Hao Shao; Yang Zhang; Qibin Hou,Polyper: Boundary Sensitive Polyp Segmentation,"We present a new boundary sensitive framework for polyp segmentation, called
Polyper. Our method is motivated by a clinical approach that seasoned medical
practitioners often leverage the inherent features of interior polyp regions to
tackle blurred boundaries.Inspired by this, we propose explicitly leveraging
polyp regions to bolster the model's boundary discrimination capability while
minimizing computation. Our approach first extracts boundary and polyp regions
from the initial segmentation map through morphological operators. Then, we
design the boundary sensitive attention that concentrates on augmenting the
features near the boundary regions using the interior polyp regions's
characteristics to generate good segmentation results. Our proposed method can
be seamlessly integrated with classical encoder networks, like ResNet-50,
MiT-B1, and Swin Transformer. To evaluate the effectiveness of Polyper, we
conduct experiments on five publicly available challenging datasets, and
receive state-of-the-art performance on all of them. Code is available at
https://github.com/haoshao-nku/medical_seg.git."
83,"Lingfeng Wen; Xuan Tang; Mingjie Ouyang; Xiangxiang Shen; Jian Yang;
Daxin Zhu; Mingsong Chen; Xian Wei",Hyperbolic Graph Diffusion Model,"Diffusion generative models (DMs) have achieved promising results in image
and graph generation. However, real-world graphs, such as social networks,
molecular graphs, and traffic graphs, generally share non-Euclidean topologies
and hidden hierarchies. For example, the degree distributions of graphs are
mostly power-law distributions. The current latent diffusion model embeds the
hierarchical data in a Euclidean space, which leads to distortions and
interferes with modeling the distribution. Instead, hyperbolic space has been
found to be more suitable for capturing complex hierarchical structures due to
its exponential growth property. In order to simultaneously utilize the data
generation capabilities of diffusion models and the ability of hyperbolic
embeddings to extract latent hierarchical distributions, we propose a novel
graph generation method called, Hyperbolic Graph Diffusion Model (HGDM), which
consists of an auto-encoder to encode nodes into successive hyperbolic
embeddings, and a DM that operates in the hyperbolic latent space. HGDM
captures the crucial graph structure distributions by constructing a hyperbolic
potential node space that incorporates edge information. Extensive experiments
show that HGDM achieves better performance in generic graph and molecule
generation benchmarks, with a $48\%$ improvement in the quality of graph
generation with highly hierarchical structures."
84,"Jingchun Zhou; Zongxin He; Kin-Man Lam; Yudong Wang; Weishi Zhang;
Chunle Guo; Chongyi Li","AMSP-UOD: When Vortex Convolution and Stochastic Perturbation Meet
Underwater Object Detection","In this paper, we present a novel Amplitude-Modulated Stochastic Perturbation
and Vortex Convolutional Network, AMSP-UOD, designed for underwater object
detection. AMSP-UOD specifically addresses the impact of non-ideal imaging
factors on detection accuracy in complex underwater environments. To mitigate
the influence of noise on object detection performance, we propose AMSP Vortex
Convolution (AMSP-VConv) to disrupt the noise distribution, enhance feature
extraction capabilities, effectively reduce parameters, and improve network
robustness. We design the Feature Association Decoupling Cross Stage Partial
(FAD-CSP) module, which strengthens the association of long and short range
features, improving the network performance in complex underwater environments.
Additionally, our sophisticated post-processing method, based on Non-Maximum
Suppression (NMS) with aspect-ratio similarity thresholds, optimizes detection
in dense scenes, such as waterweed and schools of fish, improving object
detection accuracy. Extensive experiments on the URPC and RUOD datasets
demonstrate that our method outperforms existing state-of-the-art methods in
terms of accuracy and noise immunity. AMSP-UOD proposes an innovative solution
with the potential for real-world applications. Our code is available at
https://github.com/zhoujingchun03/AMSP-UOD."
85,Tangfei Liao; Xiaoqin Zhang; Li Zhao; Tao Wang; Guobao Xiao,VSFormer: Visual-Spatial Fusion Transformer for Correspondence Pruning,"Correspondence pruning aims to find correct matches (inliers) from an initial
set of putative correspondences, which is a fundamental task for many
applications. The process of finding is challenging, given the varying inlier
ratios between scenes/image pairs due to significant visual differences.
However, the performance of the existing methods is usually limited by the
problem of lacking visual cues (\eg texture, illumination, structure) of
scenes. In this paper, we propose a Visual-Spatial Fusion Transformer
(VSFormer) to identify inliers and recover camera poses accurately. Firstly, we
obtain highly abstract visual cues of a scene with the cross attention between
local features of two-view images. Then, we model these visual cues and
correspondences by a joint visual-spatial fusion module, simultaneously
embedding visual cues into correspondences for pruning. Additionally, to mine
the consistency of correspondences, we also design a novel module that combines
the KNN-based graph and the transformer, effectively capturing both local and
global contexts. Extensive experiments have demonstrated that the proposed
VSFormer outperforms state-of-the-art methods on outdoor and indoor benchmarks.
Our code is provided at the following repository:
https://github.com/sugar-fly/VSFormer."
86,Yiqun Diao; Qinbin Li; Bingsheng He,Exploiting Label Skews in Federated Learning with Model Concatenation,"Federated Learning (FL) has emerged as a promising solution to perform deep
learning on different data owners without exchanging raw data. However, non-IID
data has been a key challenge in FL, which could significantly degrade the
accuracy of the final model. Among different non-IID types, label skews have
been challenging and common in image classification and other tasks. Instead of
averaging the local models in most previous studies, we propose FedConcat, a
simple and effective approach that concatenates these local models as the base
of the global model to effectively aggregate the local knowledge. To reduce the
size of the global model, we adopt the clustering technique to group the
clients by their label distributions and collaboratively train a model inside
each cluster. We theoretically analyze the advantage of concatenation over
averaging by analyzing the information bottleneck of deep neural networks.
Experimental results demonstrate that FedConcat achieves significantly higher
accuracy than previous state-of-the-art FL methods in various heterogeneous
label skew distribution settings and meanwhile has lower communication costs.
Our code is publicly available at https://github.com/sjtudyq/FedConcat."
87,Yu Wang; Zexue He; Zhankui He; Hao Xu; Julian McAuley,"Deciphering Compatibility Relationships with Textual Descriptions via Extraction
and Explanation","Understanding and accurately explaining compatibility relationships between
fashion items is a challenging problem in the burgeoning domain of AI-driven
outfit recommendations. Present models, while making strides in this area,
still occasionally fall short, offering explanations that can be elementary and
repetitive. This work aims to address these shortcomings by introducing the
Pair Fashion Explanation (PFE) dataset, a unique resource that has been curated
to illuminate these compatibility relationships. Furthermore, we propose an
innovative two-stage pipeline model that leverages this dataset. This
fine-tuning allows the model to generate explanations that convey the
compatibility relationships between items. Our experiments showcase the model's
potential in crafting descriptions that are knowledgeable, aligned with
ground-truth matching correlations, and that produce understandable and
informative descriptions, as assessed by both automatic metrics and human
evaluation. Our code and data are released at
https://github.com/wangyu-ustc/PairFashionExplanation"
